ISZ|SIANo|SUNo|SumOfNoPiece|PerGroup
Karkotis|TS09|SU2190|2.00|Iron Age
Karkotis|TS09|SU2190|8.00|Medieval-Modern
Karkotis|TS09|SU2190|3.00|Prehistoric
Karkotis|TS09|SU2191|37.00|
Karkotis|TS09|SU2191|16.00|Hellenistic-Roman
Karkotis|TS09|SU2191|2.00|Iron Age
Karkotis|TS09|SU2191|10.00|Medieval-Modern
Karkotis|TS09|SU2191|8.00|Prehistoric
Asinou|TS08|SU2301|9.00|
Asinou|TS08|SU2301|1.00|Hellenistic-Roman
Asinou|TS08|SU2301|44.00|Medieval-Modern
Asinou|TS08|SU2302|2.00|
Asinou|TS08|SU2302|10.00|Hellenistic-Roman
Asinou|TS08|SU2302|113.00|Medieval-Modern
Asinou|TS08|SU2303|3.00|
Asinou|TS08|SU2303|4.00|Hellenistic-Roman
Asinou|TS08|SU2303|12.00|Medieval-Modern
Asinou|TS08|SU2304|47.00|Medieval-Modern
Asinou|TS08|SU2305|6.00|
Asinou|TS08|SU2305|43.00|Medieval-Modern
Asinou|TS17|SU2325|4.00|
Asinou|TS17|SU2325|2.00|Medieval-Modern
Asinou|TS17|SU2326|1.00|
Asinou|TS17|SU2326|3.00|Hellenistic-Roman
Asinou|TS17|SU2326|2.00|Medieval-Modern
Asinou|TS17|SU2327|2.00|
Asinou|TS17|SU2327|1.00|Hellenistic-Roman
Asinou|TS17|SU2327|4.00|Medieval-Modern
Asinou|TS17|SU2328|3.00|Medieval-Modern
Asinou|TS17|SU2329|3.00|
Asinou||SU2349|3.00|Medieval-Modern
Asinou||SU2351|1.00|
Koutraphas||SU2385|1.00|
Koutraphas||SU2389|3.00|
Asinou||SU2402|2.00|
Asinou||SU2402|1.00|Medieval-Modern
Asinou||SU2406|1.00|
Xyliatos|TS05|SU2601|7.00|
Xyliatos|TS05|SU2601|11.00|Hellenistic-Roman
Xyliatos|TS05|SU2601|1.00|Iron Age
Xyliatos|TS05|SU2601|7.00|Medieval-Modern
Xyliatos|TS05|SU2602|16.00|
Xyliatos|TS05|SU2602|7.00|Hellenistic-Roman
Xyliatos|TS05|SU2602|1.00|Medieval-Modern
Xyliatos|TS05|SU2603|26.00|
Xyliatos|TS05|SU2603|13.00|Hellenistic-Roman
Xyliatos|TS05|SU2604|49.00|
Xyliatos|TS05|SU2604|58.00|Hellenistic-Roman
Xyliatos|TS05|SU2605|68.00|
Xyliatos|TS05|SU2605|118.00|Hellenistic-Roman
Xyliatos|TS05|SU2606|23.00|
Xyliatos|TS05|SU2606|23.00|Hellenistic-Roman
Xyliatos|TS05|SU2606|1.00|Medieval-Modern
Xyliatos|TS05|SU2608|2.00|
Xyliatos|TS05|SU2608|3.00|Hellenistic-Roman
Xyliatos|TS05|SU2608|1.00|Medieval-Modern
Xyliatos|TS05|SU2609|2.00|Medieval-Modern
Xyliatos||SU2610|1.00|
Xyliatos||SU2612|1.00|
Xyliatos||SU2612|1.00|Hellenistic-Roman
Xyliatos||SU2613|1.00|
Xyliatos||SU2613|1.00|Hellenistic-Roman
Xyliatos||SU2614|1.00|Hellenistic-Roman
Xyliatos|TS05
TS05|SU2617|4.00|
Xyliatos|TS05
TS05|SU2617|1.00|Hellenistic-Roman
Xyliatos|TS05
TS05|SU2618|11.00|
Xyliatos|TS05
TS05|SU2619|4.00|
Xyliatos|TS05
TS05|SU2619|3.00|Hellenistic-Roman
Xyliatos|TS05
TS05|SU2619|2.00|Medieval-Modern
Xyliatos|TS05
TS05|SU2620|1.00|
Xyliatos|TS05
TS05|SU2620|2.00|Hellenistic-Roman
Xyliatos|TS05
TS05|SU2621|1.00|
Xyliatos|TS05
TS05|SU2621|2.00|Hellenistic-Roman
Xyliatos|TS05
TS05|SU2624|1.00|
Xyliatos|TS05
TS05|SU2624|16.00|Medieval-Modern
Xyliatos|TS05
TS05|SU2625|1.00|
Xyliatos|TS05
TS05|SU2625|6.00|Medieval-Modern
Xyliatos|TS05
TS05|SU2625|1.00|Prehistoric
Xyliatos||SU2627|1.00|
Xyliatos|TS05|SU2632|141.00|
Xyliatos|TS05|SU2632|123.00|Hellenistic-Roman
Xyliatos|TS05|SU2632|1.00|Medieval-Modern
Xyliatos|TS05|SU2633|52.00|
Xyliatos|TS05|SU2633|20.00|Hellenistic-Roman
Xyliatos|TS05|SU2633|6.00|Medieval-Modern
Xyliatos|TS05|SU2634|58.00|
Xyliatos|TS05|SU2634|36.00|Hellenistic-Roman
Xyliatos|TS05|SU2635|58.00|
Xyliatos|TS05|SU2635|61.00|Hellenistic-Roman
Xyliatos|TS05|SU2635|1.00|Medieval-Modern
Xyliatos|TS05|SU2636|22.00|
Xyliatos|TS05|SU2636|9.00|Hellenistic-Roman
Xyliatos|TS05|SU2636|2.00|Medieval-Modern
Xyliatos|TS05|SU2637|12.00|
Xyliatos|TS05|SU2637|11.00|Hellenistic-Roman
Xyliatos|TS05|SU2638|21.00|
Xyliatos|TS05|SU2638|13.00|Hellenistic-Roman
Xyliatos|TS05|SU2638|1.00|Medieval-Modern
Xyliatos|TS05|SU2639|41.00|
Xyliatos|TS05|SU2639|28.00|Hellenistic-Roman
Xyliatos|TS05|SU2639|2.00|Medieval-Modern
Xyliatos|TS05|SU2640|24.00|
Xyliatos|TS05|SU2640|23.00|Hellenistic-Roman
Xyliatos|TS05|SU2640|1.00|Medieval-Modern
Xyliatos|TS05|SU2641|37.00|
Xyliatos|TS05|SU2641|45.00|Hellenistic-Roman
Xyliatos|TS05|SU2642|60.00|
Xyliatos|TS05|SU2642|42.00|Hellenistic-Roman
Xyliatos|TS05|SU2643|47.00|
Xyliatos|TS05|SU2643|25.00|Hellenistic-Roman
Xyliatos|TS05|SU2643|1.00|Medieval-Modern
Xyliatos|TS05|SU2644|25.00|
Xyliatos|TS05|SU2644|11.00|Hellenistic-Roman
Xyliatos|TS05|SU2645|22.00|
Xyliatos|TS05|SU2645|13.00|Hellenistic-Roman
Xyliatos|TS05|SU2645|2.00|Medieval-Modern
Xyliatos|TS05|SU2646|8.00|
Xyliatos|TS05|SU2646|1.00|Hellenistic-Roman
Xyliatos|TS05|SU2646|5.00|Medieval-Modern
Xyliatos|TS05|SU2647|11.00|
Xyliatos|TS05|SU2647|4.00|Hellenistic-Roman
Xyliatos|TS05|SU2647|6.00|Medieval-Modern
Xyliatos|TS05|SU2648|47.00|
Xyliatos|TS05|SU2648|42.00|Hellenistic-Roman
Xyliatos|TS05|SU2648|1.00|Iron Age
Xyliatos|TS05|SU2649|2.00|
Xyliatos|TS05|SU2649|2.00|Hellenistic-Roman
Xyliatos|TS05|SU2650|5.00|
Xyliatos|TS05|SU2650|1.00|Medieval-Modern
Xyliatos|TS05|SU2651|7.00|
Xyliatos|TS05|SU2651|3.00|Hellenistic-Roman
Xyliatos|TS05|SU2652|12.00|
Xyliatos|TS05|SU2652|7.00|Hellenistic-Roman
Xyliatos|TS05|SU2652|1.00|Medieval-Modern
Xyliatos|TS05|SU2653|29.00|
Xyliatos|TS05|SU2653|19.00|Hellenistic-Roman
Xyliatos|TS05|SU2654|38.00|
Xyliatos|TS05|SU2654|8.00|Hellenistic-Roman
Xyliatos|TS05|SU2654|3.00|Iron Age
Xyliatos|TS05|SU2655|30.00|
Xyliatos|TS05|SU2655|15.00|Hellenistic-Roman
Xyliatos|TS05|SU2656|29.00|
Xyliatos|TS05|SU2656|23.00|Hellenistic-Roman
Xyliatos|TS05|SU2657|52.00|
Xyliatos|TS05|SU2657|38.00|Hellenistic-Roman
Xyliatos|TS05|SU2658|34.00|
Xyliatos|TS05|SU2658|20.00|Hellenistic-Roman
Xyliatos|TS05|SU2658|1.00|Iron Age
Xyliatos|TS05|SU2658|1.00|Medieval-Modern
Xyliatos|TS05|SU2659|26.00|
Xyliatos|TS05|SU2659|33.00|Hellenistic-Roman
Xyliatos|TS05|SU2660|23.00|
Xyliatos|TS05|SU2660|21.00|Hellenistic-Roman
Xyliatos||SU2666|4.00|
Xyliatos||SU2667|1.00|
Xyliatos|TS05
TS05|SU2669|5.00|
Xyliatos|TS05
TS05|SU2669|4.00|Medieval-Modern
Xyliatos|TS05
TS05|SU2671|1.00|
Extensive||SU2901|7.00|Medieval-Modern
Extensive||SU2901|2.00|Prehistoric
Extensive||SU2902|1.00|Prehistoric
Extensive||SU2903|1.00|Medieval-Modern
Extensive||SU2904|9.00|
Extensive||SU2904|1.00|Medieval-Modern
Extensive||SU2905|1.00|
Extensive||SU2906|1.00|
Extensive||SU2907|2.00|
Extensive||SU2907|2.00|Hellenistic-Roman
Extensive||SU2907|1.00|Medieval-Modern
Extensive||SU2908|21.00|
Extensive||SU2908|6.00|Hellenistic-Roman
Extensive||SU2908|2.00|Medieval-Modern
Extensive||SU2909|3.00|
Extensive||SU2909|1.00|Hellenistic-Roman
Extensive||SU2910|1.00|
Extensive||SU2910|1.00|Hellenistic-Roman
Extensive||SU2914|14.00|
Extensive||SU2914|1.00|Hellenistic-Roman
Extensive||SU2914|30.00|Medieval-Modern
Extensive||SU2915|11.00|
Extensive||SU2915|1.00|Hellenistic-Roman
Extensive||SU2915|13.00|Medieval-Modern
Extensive||SU2916|2.00|
Extensive||SU2916|2.00|Hellenistic-Roman
Extensive||SU2918|1.00|
Extensive||SU2922|1.00|Medieval-Modern
Extensive||SU2925|10.00|
Extensive||SU2925|18.00|Medieval-Modern
Extensive||SU2926|3.00|
Extensive||SU2926|7.00|Medieval-Modern
Extensive||SU2927|10.00|
Extensive||SU2927|23.00|Medieval-Modern
Extensive||SU2928|6.00|
Extensive||SU2928|1.00|Hellenistic-Roman
Extensive||SU2928|12.00|Medieval-Modern
Extensive||SU2928|2.00|Prehistoric
Extensive||SU2934|1.00|
Extensive||SU2935|1.00|
Extensive||SU2936|1.00|Medieval-Modern
Extensive||SU2944|3.00|
Extensive||SU2944|3.00|Hellenistic-Roman
Extensive||SU2945|2.00|
Extensive||SU2945|1.00|Hellenistic-Roman
Extensive||SU2948|2.00|
Extensive||SU2948|1.00|Medieval-Modern
Extensive||SU2950|1.00|Medieval-Modern
Extensive||SU2951|1.00|
Extensive||SU2951|1.00|Medieval-Modern
Karkotis|TS11|SU2963|13.00|
Karkotis|TS11|SU2963|2.00|Hellenistic-Roman
Karkotis|TS11|SU2963|4.00|Medieval-Modern
Karkotis|TS11|SU2964|33.00|
Karkotis|TS11|SU2964|4.00|Hellenistic-Roman
Karkotis|TS11|SU2964|28.00|Medieval-Modern
Karkotis|TS11|SU2964|5.00|Prehistoric
Karkotis|TS11|SU2965|9.00|
Karkotis|TS11|SU2965|1.00|Prehistoric
Mandres||SU3000|1.00|
Mandres||SU3000|1.00|Medieval-Modern
Mandres||SU3001|2.00|Prehistoric
Mandres||SU3002|2.00|Prehistoric
Mandres||SU3003|3.00|Medieval-Modern
Mandres||SU3003|2.00|Prehistoric
Mandres||SU3004|3.00|Prehistoric
Mandres||SU3005|17.00|Prehistoric
Mandres||SU3006|1.00|Medieval-Modern
Mandres||SU3006|8.00|Prehistoric
Mandres||SU3007|6.00|Medieval-Modern
Mandres||SU3008|1.00|
Mandres||SU3008|1.00|Iron Age
Mandres||SU3008|8.00|Medieval-Modern
Mandres||SU3008|5.00|Prehistoric
Mandres||SU3009|1.00|
Mandres||SU3009|1.00|Medieval-Modern
Mandres||SU3009|5.00|Prehistoric
Mandres||SU3010|5.00|Medieval-Modern
Mandres|TS07|SU3012|3.00|Medieval-Modern
Mandres|TS07|SU3013|1.00|Hellenistic-Roman
Mandres|TS07|SU3013|5.00|Medieval-Modern
Mandres|TS07|SU3014|1.00|
Mandres|TS07|SU3014|2.00|Iron Age
Mandres|TS07|SU3014|2.00|Prehistoric
Mandres|TS07|SU3015|2.00|
Mandres|TS07|SU3015|7.00|Prehistoric
Mandres|TS07|SU3016|26.00|
Mandres|TS07|SU3016|8.00|Hellenistic-Roman
Mandres|TS07|SU3016|7.00|Medieval-Modern
Mandres|TS07|SU3016|8.00|Prehistoric
Mandres||SU3017|6.00|
Mandres||SU3017|2.00|Hellenistic-Roman
Mandres||SU3017|2.00|Medieval-Modern
Mandres||SU3018|39.00|
Mandres||SU3018|14.00|Hellenistic-Roman
Mandres||SU3018|6.00|Medieval-Modern
Mandres||SU3018|9.00|Prehistoric
Mandres||SU3019|15.00|
Mandres||SU3019|2.00|Hellenistic-Roman
Mandres||SU3019|5.00|Medieval-Modern
Mandres||SU3019|3.00|Prehistoric
Mandres||SU3020|3.00|
Mandres||SU3020|1.00|Medieval-Modern
Mandres||SU3020|12.00|Prehistoric
Mandres||SU3021|28.00|
Mandres||SU3021|6.00|Iron Age
Mandres||SU3021|8.00|Medieval-Modern
Mandres||SU3021|2.00|Prehistoric
Mandres|TS07|SU3023|2.00|
Mandres|TS07|SU3023|1.00|Medieval-Modern
Mandres||SU3024|20.00|
Mandres||SU3024|12.00|Medieval-Modern
Mandres||SU3025|4.00|
Mandres||SU3025|2.00|Hellenistic-Roman
Mandres||SU3025|1.00|Medieval-Modern
Mandres||SU3026|3.00|
Mandres||SU3026|1.00|Hellenistic-Roman
Mandres||SU3027|2.00|
Mandres||SU3028|6.00|
Mandres||SU3028|1.00|Hellenistic-Roman
Mandres||SU3028|7.00|Medieval-Modern
Mandres||SU3030|1.00|Medieval-Modern
Mandres||SU3031|5.00|
Mandres||SU3031|4.00|Prehistoric
Mandres||SU3032|1.00|
Mandres||SU3032|4.00|Prehistoric
Koutraphas||SU3033|24.00|
Koutraphas||SU3033|18.00|Hellenistic-Roman
Koutraphas||SU3034|34.00|
Koutraphas||SU3034|22.00|Hellenistic-Roman
Koutraphas||SU3035|35.00|
Koutraphas||SU3035|15.00|Hellenistic-Roman
Koutraphas||SU3035|1.00|Medieval-Modern
Koutraphas||SU3036|38.00|
Koutraphas||SU3036|29.00|Hellenistic-Roman
Koutraphas||SU3037|25.00|
Koutraphas||SU3037|15.00|Hellenistic-Roman
Koutraphas||SU3038|20.00|
Koutraphas||SU3038|20.00|Hellenistic-Roman
Koutraphas||SU3039|28.00|
Koutraphas||SU3039|18.00|Hellenistic-Roman
Koutraphas||SU3039|1.00|Medieval-Modern
Koutraphas||SU3040|22.00|
Koutraphas||SU3040|23.00|Hellenistic-Roman
Koutraphas||SU3041|15.00|
Koutraphas||SU3041|6.00|Hellenistic-Roman
Koutraphas||SU3041|1.00|Medieval-Modern
Koutraphas||SU3042|12.00|
Koutraphas||SU3042|3.00|Hellenistic-Roman
Koutraphas||SU3043|12.00|
Koutraphas||SU3043|4.00|Hellenistic-Roman
Koutraphas||SU3044|10.00|
Koutraphas||SU3044|7.00|Hellenistic-Roman
Koutraphas||SU3045|8.00|
Koutraphas||SU3045|4.00|Hellenistic-Roman
Koutraphas||SU3045|1.00|Medieval-Modern
Koutraphas||SU3046|8.00|
Koutraphas||SU3046|9.00|Hellenistic-Roman
Koutraphas||SU3046|1.00|Medieval-Modern
Koutraphas||SU3047|2.00|
Koutraphas||SU3047|5.00|Hellenistic-Roman
Koutraphas||SU3048|1.00|
Koutraphas||SU3048|1.00|Hellenistic-Roman
Koutraphas||SU3050|1.00|
Koutraphas||SU3050|1.00|Hellenistic-Roman
Koutraphas||SU3051|3.00|
Koutraphas||SU3052|2.00|
Koutraphas||SU3053|4.00|
Koutraphas||SU3053|1.00|Hellenistic-Roman
Koutraphas||SU3054|7.00|
Koutraphas||SU3054|1.00|Medieval-Modern
Koutraphas||SU3055|2.00|
Koutraphas||SU3055|1.00|Hellenistic-Roman
Koutraphas||SU3056|3.00|
Koutraphas||SU3056|2.00|Hellenistic-Roman
Koutraphas||SU3057|21.00|
Koutraphas||SU3057|10.00|Hellenistic-Roman
Koutraphas||SU3058|23.00|
Koutraphas||SU3058|1.00|Hellenistic-Roman
Koutraphas||SU3058|1.00|Medieval-Modern
Koutraphas||SU3059|2.00|
Koutraphas||SU3059|1.00|Hellenistic-Roman
Koutraphas||SU3060|1.00|Hellenistic-Roman
Koutraphas||SU3061|3.00|
Koutraphas||SU3061|1.00|Hellenistic-Roman
Koutraphas||SU3063|1.00|
Koutraphas||SU3063|1.00|Hellenistic-Roman
Koutraphas||SU3064|4.00|
Koutraphas||SU3065|6.00|
Koutraphas||SU3066|1.00|
Koutraphas||SU3067|1.00|
Koutraphas||SU3067|2.00|Hellenistic-Roman
Koutraphas||SU3068|1.00|Hellenistic-Roman
Koutraphas||SU3069|20.00|
Koutraphas||SU3069|9.00|Hellenistic-Roman
Koutraphas||SU3069|12.00|Medieval-Modern
Koutraphas||SU3070|20.00|
Koutraphas||SU3070|17.00|Hellenistic-Roman
Koutraphas||SU3070|22.00|Medieval-Modern
Koutraphas||SU3071|33.00|
Koutraphas||SU3071|26.00|Hellenistic-Roman
Koutraphas||SU3071|42.00|Medieval-Modern
Koutraphas||SU3072|22.00|
Koutraphas||SU3072|10.00|Hellenistic-Roman
Koutraphas||SU3072|31.00|Medieval-Modern
Koutraphas||SU3073|38.00|
Koutraphas||SU3073|16.00|Hellenistic-Roman
Koutraphas||SU3073|24.00|Medieval-Modern
Koutraphas||SU3074|32.00|
Koutraphas||SU3074|32.00|Hellenistic-Roman
Koutraphas||SU3074|34.00|Medieval-Modern
Koutraphas||SU3075|25.00|
Koutraphas||SU3075|13.00|Hellenistic-Roman
Koutraphas||SU3075|27.00|Medieval-Modern
Koutraphas||SU3076|16.00|
Koutraphas||SU3076|12.00|Hellenistic-Roman
Koutraphas||SU3076|7.00|Medieval-Modern
Koutraphas||SU3077|13.00|
Koutraphas||SU3077|4.00|Hellenistic-Roman
Koutraphas||SU3077|4.00|Medieval-Modern
Koutraphas||SU3078|6.00|
Koutraphas||SU3078|2.00|Hellenistic-Roman
Koutraphas||SU3078|6.00|Medieval-Modern
Koutraphas||SU3079|7.00|
Koutraphas||SU3079|1.00|Hellenistic-Roman
Koutraphas||SU3079|7.00|Medieval-Modern
Koutraphas||SU3080|2.00|
Koutraphas||SU3080|11.00|Medieval-Modern
Koutraphas||SU3081|8.00|
Koutraphas||SU3081|7.00|Hellenistic-Roman
Koutraphas||SU3081|13.00|Medieval-Modern
Koutraphas||SU3082|4.00|
Koutraphas||SU3082|2.00|Hellenistic-Roman
Koutraphas||SU3082|26.00|Medieval-Modern
Koutraphas||SU3083|3.00|
Koutraphas||SU3083|1.00|Hellenistic-Roman
Koutraphas||SU3083|22.00|Medieval-Modern
Koutraphas||SU3085|2.00|
Koutraphas||SU3085|1.00|Hellenistic-Roman
Koutraphas||SU3086|2.00|
Koutraphas||SU3087|2.00|
Koutraphas||SU3088|16.00|
Koutraphas||SU3088|5.00|Hellenistic-Roman
Koutraphas||SU3089|15.00|
Koutraphas||SU3089|7.00|Hellenistic-Roman
Koutraphas||SU3089|1.00|Medieval-Modern
Koutraphas||SU3090|2.00|
Koutraphas||SU3091|2.00|
Koutraphas||SU3092|8.00|
Koutraphas||SU3092|3.00|Hellenistic-Roman
Koutraphas||SU3093|5.00|
Koutraphas||SU3093|1.00|Hellenistic-Roman
Koutraphas||SU3093|3.00|Medieval-Modern
Extensive||SU3094|5.00|
Extensive||SU3094|6.00|Hellenistic-Roman
Extensive||SU3094|2.00|Medieval-Modern
Extensive||SU3095|1.00|
Extensive||SU3095|4.00|Medieval-Modern
Extensive||SU3097|32.00|
Extensive||SU3097|3.00|Hellenistic-Roman
Extensive||SU3097|1.00|Iron Age
Extensive||SU3097|36.00|Prehistoric
Extensive||SU3098|32.00|
Extensive||SU3098|9.00|Hellenistic-Roman
Extensive||SU3098|4.00|Iron Age
Extensive||SU3098|3.00|Medieval-Modern
Extensive||SU3098|2.00|Prehistoric
Extensive||SU3099|12.00|
Extensive||SU3099|7.00|Hellenistic-Roman
Extensive||SU3100|7.00|
Extensive||SU3100|2.00|Hellenistic-Roman
Extensive||SU3100|3.00|Medieval-Modern
Extensive||SU3100|16.00|Prehistoric
