ISZ|SIANo|SUNo|SumOfNoPiece|Func|PerGroup
Karkotis|TS15|SU2128|3.00|TW|Medieval-Modern
Karkotis|TS15|SU2128|17.00|U|Medieval-Modern
Karkotis|TS15|SU2129|3.00|Ar|Medieval-Modern
Karkotis|TS15|SU2129|2.00|LU|Medieval-Modern
Karkotis|TS15|SU2130|2.00|HU|Medieval-Modern
Karkotis|TS15|SU2130|1.00|LU|Medieval-Modern
Karkotis|TS15|SU2130|2.00|U|Medieval-Modern
Karkotis|TS15|SU2131|3.00|LU|Medieval-Modern
Karkotis|TS15|SU2132|11.00|U|Medieval-Modern
Karkotis|TS15|SU2133|6.00|U|Medieval-Modern
Karkotis|TS15|SU2134|1.00|HU|Medieval-Modern
Karkotis|TS15|SU2134|1.00|LU|Medieval-Modern
Karkotis|TS15|SU2134|1.00|TW|Medieval-Modern
Karkotis|TS15|SU2134|4.00|U|Medieval-Modern
Karkotis|TS15|SU2135|4.00|LU|Medieval-Modern
Karkotis|TS15|SU2136|2.00|U|Medieval-Modern
Karkotis|TS15|SU2137|1.00|LU|Medieval-Modern
Karkotis|TS15|SU2137|2.00|U|Medieval-Modern
Karkotis|TS15|SU2139|2.00|HU|Medieval-Modern
Karkotis|TS15|SU2139|3.00|LU|Medieval-Modern
Karkotis|TS15|SU2139|1.00|TW|Medieval-Modern
Karkotis|TS15|SU2139|7.00|U|Medieval-Modern
Karkotis|TS15|SU2140|2.00|TW|Medieval-Modern
Karkotis|TS15|SU2140|4.00|U|Medieval-Modern
Karkotis|TS15|SU2141|1.00|U|Medieval-Modern
Atsas|TS18|SU2165|1.00|TW|Medieval-Modern
Atsas||SU2171|1.00|LU|Medieval-Modern
Atsas||SU2172|1.00|TW|Medieval-Modern
Atsas||SU2172|1.00|U|Medieval-Modern
Atsas||SU2175|1.00|TW|Medieval-Modern
Atsas||SU2176|2.00|CW|Medieval-Modern
Atsas||SU2176|5.00|TW|Medieval-Modern
Atsas||SU2176|1.00|U|Medieval-Modern
Atsas||SU2177|1.00|CW|Medieval-Modern
Atsas||SU2178|4.00|LU|Medieval-Modern
Atsas||SU2178|1.00|TW|Medieval-Modern
Atsas||SU2180|2.00|U|Medieval-Modern
Atsas||SU2182|1.00|TW|Medieval-Modern
Atsas||SU2183|2.00|LU|Medieval-Modern
Atsas||SU2183|1.00|U|Medieval-Modern
Atsas||SU2185|1.00|LU|Medieval-Modern
Karkotis|TS09|SU2188|3.00|CW|Medieval-Modern
Karkotis|TS09|SU2188|14.00|LU|Medieval-Modern
Karkotis|TS09|SU2188|13.00|TW|Medieval-Modern
Karkotis|TS09|SU2188|17.00|U|Medieval-Modern
Karkotis|TS09|SU2189|2.00|CW|Medieval-Modern
Karkotis|TS09|SU2189|6.00|TW|Medieval-Modern
Karkotis|TS09|SU2189|1.00|U|Medieval-Modern
Karkotis|TS09|SU2190|1.00|LU|Medieval-Modern
Karkotis|TS09|SU2190|5.00|TW|Medieval-Modern
Karkotis|TS09|SU2190|2.00|U|Medieval-Modern
Karkotis|TS09|SU2191|3.00|Ar|Medieval-Modern
Karkotis|TS09|SU2191|4.00|LU|Medieval-Modern
Karkotis|TS09|SU2191|1.00|TW|Medieval-Modern
Karkotis|TS09|SU2191|2.00|U|Medieval-Modern
Asinou|TS08|SU2301|4.00|CW|Medieval-Modern
Asinou|TS08|SU2301|11.00|HU|Medieval-Modern
Asinou|TS08|SU2301|12.00|LU|Medieval-Modern
Asinou|TS08|SU2301|7.00|TW|Medieval-Modern
Asinou|TS08|SU2301|10.00|U|Medieval-Modern
Asinou|TS08|SU2302|4.00|Ar|Medieval-Modern
Asinou|TS08|SU2302|11.00|CW|Medieval-Modern
Asinou|TS08|SU2302|29.00|HU|Medieval-Modern
Asinou|TS08|SU2302|41.00|LU|Medieval-Modern
Asinou|TS08|SU2302|17.00|TW|Medieval-Modern
Asinou|TS08|SU2302|11.00|U|Medieval-Modern
Asinou|TS08|SU2303|4.00|HU|Medieval-Modern
Asinou|TS08|SU2303|8.00|LU|Medieval-Modern
Asinou|TS08|SU2304|4.00|CW|Medieval-Modern
Asinou|TS08|SU2304|8.00|HU|Medieval-Modern
Asinou|TS08|SU2304|20.00|LU|Medieval-Modern
Asinou|TS08|SU2304|12.00|TW|Medieval-Modern
Asinou|TS08|SU2304|3.00|U|Medieval-Modern
Asinou|TS08|SU2305|1.00|Ar|Medieval-Modern
Asinou|TS08|SU2305|5.00|CW|Medieval-Modern
Asinou|TS08|SU2305|18.00|HU|Medieval-Modern
Asinou|TS08|SU2305|14.00|LU|Medieval-Modern
Asinou|TS08|SU2305|3.00|TW|Medieval-Modern
Asinou|TS08|SU2305|2.00|U|Medieval-Modern
Asinou|TS17|SU2325|1.00|CW|Medieval-Modern
Asinou|TS17|SU2325|1.00|U|Medieval-Modern
Asinou|TS17|SU2326|1.00|HU|Medieval-Modern
Asinou|TS17|SU2326|1.00|LU|Medieval-Modern
Asinou|TS17|SU2327|1.00|Ar|Medieval-Modern
Asinou|TS17|SU2327|1.00|HU|Medieval-Modern
Asinou|TS17|SU2327|1.00|TW|Medieval-Modern
Asinou|TS17|SU2327|1.00|U|Medieval-Modern
Asinou|TS17|SU2328|3.00|LU|Medieval-Modern
Asinou||SU2349|1.00|HU|Medieval-Modern
Asinou||SU2349|2.00|LU|Medieval-Modern
Asinou||SU2402|1.00|TW|Medieval-Modern
Xyliatos|TS05|SU2601|4.00|HU|Medieval-Modern
Xyliatos|TS05|SU2601|3.00|LU|Medieval-Modern
Xyliatos|TS05|SU2602|1.00|HU|Medieval-Modern
Xyliatos|TS05|SU2606|1.00|TW|Medieval-Modern
Xyliatos|TS05|SU2608|1.00|TW|Medieval-Modern
Xyliatos|TS05|SU2609|2.00|LU|Medieval-Modern
Xyliatos|TS05
TS05|SU2619|2.00|LU|Medieval-Modern
Xyliatos|TS05
TS05|SU2624|6.00|Ar|Medieval-Modern
Xyliatos|TS05
TS05|SU2624|1.00|HU|Medieval-Modern
Xyliatos|TS05
TS05|SU2624|6.00|TW|Medieval-Modern
Xyliatos|TS05
TS05|SU2624|3.00|U|Medieval-Modern
Xyliatos|TS05
TS05|SU2625|2.00|Ar|Medieval-Modern
Xyliatos|TS05
TS05|SU2625|1.00|HU|Medieval-Modern
Xyliatos|TS05
TS05|SU2625|3.00|TW|Medieval-Modern
Xyliatos|TS05|SU2632|1.00|U|Medieval-Modern
Xyliatos|TS05|SU2633|4.00|LU|Medieval-Modern
Xyliatos|TS05|SU2633|2.00|TW|Medieval-Modern
Xyliatos|TS05|SU2635|1.00|TW|Medieval-Modern
Xyliatos|TS05|SU2636|2.00|Ar|Medieval-Modern
Xyliatos|TS05|SU2638|1.00|LU|Medieval-Modern
Xyliatos|TS05|SU2639|1.00|HU|Medieval-Modern
Xyliatos|TS05|SU2639|1.00|LU|Medieval-Modern
Xyliatos|TS05|SU2640|1.00|HU|Medieval-Modern
Xyliatos|TS05|SU2643|1.00|U|Medieval-Modern
Xyliatos|TS05|SU2645|1.00|LU|Medieval-Modern
Xyliatos|TS05|SU2645|1.00|TW|Medieval-Modern
Xyliatos|TS05|SU2646|2.00|Ar|Medieval-Modern
Xyliatos|TS05|SU2646|1.00|LU|Medieval-Modern
Xyliatos|TS05|SU2646|2.00|TW|Medieval-Modern
Xyliatos|TS05|SU2647|3.00|Ar|Medieval-Modern
Xyliatos|TS05|SU2647|1.00|CW|Medieval-Modern
Xyliatos|TS05|SU2647|2.00|TW|Medieval-Modern
Xyliatos|TS05|SU2650|1.00|U|Medieval-Modern
Xyliatos|TS05|SU2652|1.00|CW|Medieval-Modern
Xyliatos|TS05|SU2658|1.00|U|Medieval-Modern
Xyliatos|TS05
TS05|SU2669|2.00|Ar|Medieval-Modern
Xyliatos|TS05
TS05|SU2669|1.00|HU|Medieval-Modern
Xyliatos|TS05
TS05|SU2669|1.00|U|Medieval-Modern
Extensive||SU2901|7.00|LU|Medieval-Modern
Extensive||SU2903|1.00|LU|Medieval-Modern
Extensive||SU2904|1.00|LU|Medieval-Modern
Extensive||SU2907|1.00|LU|Medieval-Modern
Extensive||SU2908|1.00|LU|Medieval-Modern
Extensive||SU2908|1.00|TW|Medieval-Modern
Extensive||SU2914|10.00|Ar|Medieval-Modern
Extensive||SU2914|5.00|HU|Medieval-Modern
Extensive||SU2914|2.00|LU|Medieval-Modern
Extensive||SU2914|5.00|TW|Medieval-Modern
Extensive||SU2914|8.00|U|Medieval-Modern
Extensive||SU2915|6.00|Ar|Medieval-Modern
Extensive||SU2915|4.00|LU|Medieval-Modern
Extensive||SU2915|1.00|TW|Medieval-Modern
Extensive||SU2915|2.00|U|Medieval-Modern
Extensive||SU2922|1.00|LU|Medieval-Modern
Extensive||SU2925|3.00|Ar|Medieval-Modern
Extensive||SU2925|2.00|CW|Medieval-Modern
Extensive||SU2925|3.00|HU|Medieval-Modern
Extensive||SU2925|3.00|LU|Medieval-Modern
Extensive||SU2925|6.00|TW|Medieval-Modern
Extensive||SU2925|1.00|U|Medieval-Modern
Extensive||SU2926|5.00|Ar|Medieval-Modern
Extensive||SU2926|2.00|HU|Medieval-Modern
Extensive||SU2927|9.00|Ar|Medieval-Modern
Extensive||SU2927|4.00|CW|Medieval-Modern
Extensive||SU2927|4.00|HU|Medieval-Modern
Extensive||SU2927|3.00|TW|Medieval-Modern
Extensive||SU2927|3.00|U|Medieval-Modern
Extensive||SU2928|4.00|Ar|Medieval-Modern
Extensive||SU2928|2.00|CW|Medieval-Modern
Extensive||SU2928|1.00|HU|Medieval-Modern
Extensive||SU2928|5.00|TW|Medieval-Modern
Extensive||SU2936|1.00|TW|Medieval-Modern
Extensive||SU2948|1.00|Ar|Medieval-Modern
Extensive||SU2950|1.00|Ar|Medieval-Modern
Extensive||SU2951|1.00|HU|Medieval-Modern
Karkotis|TS11|SU2963|1.00|CW|Medieval-Modern
Karkotis|TS11|SU2963|3.00|LU|Medieval-Modern
Karkotis|TS11|SU2964|11.00|Ar|Medieval-Modern
Karkotis|TS11|SU2964|1.00|CW|Medieval-Modern
Karkotis|TS11|SU2964|6.00|HU|Medieval-Modern
Karkotis|TS11|SU2964|4.00|LU|Medieval-Modern
Karkotis|TS11|SU2964|5.00|TW|Medieval-Modern
Karkotis|TS11|SU2964|1.00|U|Medieval-Modern
Mandres||SU3000|1.00|HU|Medieval-Modern
Mandres||SU3003|3.00|LU|Medieval-Modern
Mandres||SU3006|1.00|LU|Medieval-Modern
Mandres||SU3007|1.00|HU|Medieval-Modern
Mandres||SU3007|3.00|LU|Medieval-Modern
Mandres||SU3007|2.00|U|Medieval-Modern
Mandres||SU3008|8.00|U|Medieval-Modern
Mandres||SU3009|1.00|LU|Medieval-Modern
Mandres||SU3010|5.00|U|Medieval-Modern
Mandres|TS07|SU3012|1.00|CW|Medieval-Modern
Mandres|TS07|SU3012|1.00|LU|Medieval-Modern
Mandres|TS07|SU3012|1.00|TW|Medieval-Modern
Mandres|TS07|SU3013|4.00|LU|Medieval-Modern
Mandres|TS07|SU3013|1.00|U|Medieval-Modern
Mandres|TS07|SU3016|4.00|TW|Medieval-Modern
Mandres|TS07|SU3016|3.00|U|Medieval-Modern
Mandres||SU3017|1.00|HU|Medieval-Modern
Mandres||SU3017|1.00|LU|Medieval-Modern
Mandres||SU3018|1.00|LU|Medieval-Modern
Mandres||SU3018|3.00|TW|Medieval-Modern
Mandres||SU3018|2.00|U|Medieval-Modern
Mandres||SU3019|2.00|LU|Medieval-Modern
Mandres||SU3019|2.00|TW|Medieval-Modern
Mandres||SU3019|1.00|U|Medieval-Modern
Mandres||SU3020|1.00|LU|Medieval-Modern
Mandres||SU3021|1.00|CW|Medieval-Modern
Mandres||SU3021|6.00|LU|Medieval-Modern
Mandres||SU3021|1.00|U|Medieval-Modern
Mandres|TS07|SU3023|1.00|TW|Medieval-Modern
Mandres||SU3024|1.00|Ar|Medieval-Modern
Mandres||SU3024|1.00|CW|Medieval-Modern
Mandres||SU3024|3.00|HU|Medieval-Modern
Mandres||SU3024|4.00|TW|Medieval-Modern
Mandres||SU3024|3.00|U|Medieval-Modern
Mandres||SU3025|1.00|LU|Medieval-Modern
Mandres||SU3028|1.00|CW|Medieval-Modern
Mandres||SU3028|1.00|HU|Medieval-Modern
Mandres||SU3028|1.00|TW|Medieval-Modern
Mandres||SU3028|4.00|U|Medieval-Modern
Mandres||SU3030|1.00|U|Medieval-Modern
Koutraphas||SU3035|1.00|TW|Medieval-Modern
Koutraphas||SU3039|1.00|TW|Medieval-Modern
Koutraphas||SU3041|1.00|TW|Medieval-Modern
Koutraphas||SU3045|1.00|TW|Medieval-Modern
Koutraphas||SU3046|1.00|TW|Medieval-Modern
Koutraphas||SU3054|1.00|LU|Medieval-Modern
Koutraphas||SU3058|1.00|U|Medieval-Modern
Koutraphas||SU3069|2.00|CW|Medieval-Modern
Koutraphas||SU3069|2.00|TW|Medieval-Modern
Koutraphas||SU3069|8.00|U|Medieval-Modern
Koutraphas||SU3070|1.00|CW|Medieval-Modern
Koutraphas||SU3070|3.00|HU|Medieval-Modern
Koutraphas||SU3070|10.00|LU|Medieval-Modern
Koutraphas||SU3070|3.00|TW|Medieval-Modern
Koutraphas||SU3070|5.00|U|Medieval-Modern
Koutraphas||SU3071|3.00|CW|Medieval-Modern
Koutraphas||SU3071|8.00|HU|Medieval-Modern
Koutraphas||SU3071|19.00|LU|Medieval-Modern
Koutraphas||SU3071|5.00|TW|Medieval-Modern
Koutraphas||SU3071|7.00|U|Medieval-Modern
Koutraphas||SU3072|1.00|CW|Medieval-Modern
Koutraphas||SU3072|7.00|HU|Medieval-Modern
Koutraphas||SU3072|14.00|LU|Medieval-Modern
Koutraphas||SU3072|3.00|TW|Medieval-Modern
Koutraphas||SU3072|6.00|U|Medieval-Modern
Koutraphas||SU3073|2.00|CW|Medieval-Modern
Koutraphas||SU3073|11.00|HU|Medieval-Modern
Koutraphas||SU3073|5.00|LU|Medieval-Modern
Koutraphas||SU3073|3.00|TW|Medieval-Modern
Koutraphas||SU3073|3.00|U|Medieval-Modern
Koutraphas||SU3074|4.00|CW|Medieval-Modern
Koutraphas||SU3074|7.00|HU|Medieval-Modern
Koutraphas||SU3074|8.00|LU|Medieval-Modern
Koutraphas||SU3074|8.00|TW|Medieval-Modern
Koutraphas||SU3074|7.00|U|Medieval-Modern
Koutraphas||SU3075|5.00|CW|Medieval-Modern
Koutraphas||SU3075|8.00|HU|Medieval-Modern
Koutraphas||SU3075|4.00|LU|Medieval-Modern
Koutraphas||SU3075|3.00|TW|Medieval-Modern
Koutraphas||SU3075|7.00|U|Medieval-Modern
Koutraphas||SU3076|2.00|CW|Medieval-Modern
Koutraphas||SU3076|3.00|LU|Medieval-Modern
Koutraphas||SU3076|2.00|TW|Medieval-Modern
Koutraphas||SU3077|1.00|CW|Medieval-Modern
Koutraphas||SU3077|1.00|HU|Medieval-Modern
Koutraphas||SU3077|2.00|LU|Medieval-Modern
Koutraphas||SU3078|2.00|LU|Medieval-Modern
Koutraphas||SU3078|2.00|TW|Medieval-Modern
Koutraphas||SU3078|2.00|U|Medieval-Modern
Koutraphas||SU3079|2.00|HU|Medieval-Modern
Koutraphas||SU3079|4.00|LU|Medieval-Modern
Koutraphas||SU3079|1.00|U|Medieval-Modern
Koutraphas||SU3080|2.00|HU|Medieval-Modern
Koutraphas||SU3080|5.00|LU|Medieval-Modern
Koutraphas||SU3080|2.00|TW|Medieval-Modern
Koutraphas||SU3080|2.00|U|Medieval-Modern
Koutraphas||SU3081|8.00|LU|Medieval-Modern
Koutraphas||SU3081|5.00|TW|Medieval-Modern
Koutraphas||SU3082|1.00|CW|Medieval-Modern
Koutraphas||SU3082|10.00|HU|Medieval-Modern
Koutraphas||SU3082|5.00|LU|Medieval-Modern
Koutraphas||SU3082|7.00|TW|Medieval-Modern
Koutraphas||SU3082|3.00|U|Medieval-Modern
Koutraphas||SU3083|3.00|CW|Medieval-Modern
Koutraphas||SU3083|6.00|HU|Medieval-Modern
Koutraphas||SU3083|8.00|LU|Medieval-Modern
Koutraphas||SU3083|4.00|TW|Medieval-Modern
Koutraphas||SU3083|1.00|U|Medieval-Modern
Koutraphas||SU3089|1.00|LU|Medieval-Modern
Koutraphas||SU3093|1.00|HU|Medieval-Modern
Koutraphas||SU3093|1.00|LU|Medieval-Modern
Koutraphas||SU3093|1.00|TW|Medieval-Modern
Extensive||SU3094|1.00|HU|Medieval-Modern
Extensive||SU3094|1.00|LU|Medieval-Modern
Extensive||SU3095|3.00|Ar|Medieval-Modern
Extensive||SU3095|1.00|TW|Medieval-Modern
Extensive||SU3098|1.00|Ar|Medieval-Modern
Extensive||SU3098|2.00|TW|Medieval-Modern
Extensive||SU3100|1.00|TW|Medieval-Modern
Extensive||SU3100|2.00|U|Medieval-Modern
